marks,year,caste,list,cutoff,result
47,2019,VJ-A,3rd,47,0
49,2019,EBC,3rd,42,1
37,2019,SC,3rd,35,1
47,2019,EBC,3rd,42,1
80,2019,NT-D,3rd,35,1
99,2019,VJ-A,3rd,47,1
37,2019,EBC,3rd,42,0
93,2019,OBC,3rd,47,1
77,2019,Open,3rd,51,1
36,2019,EBC,3rd,42,0
48,2019,Open,3rd,51,0
76,2019,SBC,3rd,49,1
49,2019,VJ-A,3rd,47,1
99,2019,NT-B,3rd,37,1
96,2019,SC,3rd,35,1
79,2019,SC,3rd,35,1
80,2019,SBC,3rd,49,1
93,2019,EBC,3rd,42,1
82,2019,VJ-A,3rd,47,1
64,2019,NT-B,3rd,37,1
50,2019,EBC,3rd,42,1
78,2019,NT-D,3rd,35,1
62,2019,VJ-A,3rd,47,1
45,2019,EBC,3rd,42,1
52,2019,NT-C,3rd,35,1
46,2019,NT-C,3rd,35,1
100,2019,Open,3rd,51,1
100,2019,SBC,3rd,49,1
80,2019,EBC,3rd,42,1
47,2019,Open,3rd,51,0
96,2019,Open,3rd,51,1
59,2019,ST,3rd,47,1
65,2019,Open,3rd,51,1
79,2019,NT-C,3rd,35,1
54,2019,ST,3rd,47,1
39,2019,SEBC,3rd,36,1
92,2019,NT-B,3rd,37,1
46,2019,SC,3rd,35,1
69,2019,SC,3rd,35,1
77,2019,SBC,3rd,49,1
41,2019,NT-B,3rd,37,1
80,2019,NT-D,3rd,35,1
98,2019,EBC,3rd,42,1
47,2019,NT-B,3rd,37,1
64,2019,OBC,3rd,47,1
92,2019,NT-C,3rd,35,1
41,2019,SBC,3rd,49,0
70,2019,SC,3rd,35,1
78,2019,Open,3rd,51,1
99,2019,Open,3rd,51,1
78,2019,SBC,3rd,49,1
41,2019,Open,3rd,51,0
40,2019,ST,3rd,47,0
69,2019,OBC,3rd,47,1
86,2019,OBC,3rd,47,1
50,2019,SEBC,3rd,36,1
51,2019,Open,3rd,51,0
80,2019,EBC,3rd,42,1
80,2019,NT-C,3rd,35,1
93,2019,SBC,3rd,49,1
39,2019,ST,3rd,47,0
96,2019,SC,3rd,35,1
94,2019,Open,3rd,51,1
67,2019,NT-D,3rd,35,1
41,2019,VJ-A,3rd,47,0
37,2019,OBC,3rd,47,0
43,2019,SBC,3rd,49,0
99,2019,Open,3rd,51,1
36,2019,SC,3rd,35,1
78,2019,SEBC,3rd,36,1
66,2019,EBC,3rd,42,1
49,2019,NT-C,3rd,35,1
88,2019,OBC,3rd,47,1
97,2019,SBC,3rd,49,1
66,2019,VJ-A,3rd,47,1
81,2019,SC,3rd,35,1
76,2019,SEBC,3rd,36,1
94,2019,NT-B,3rd,37,1
88,2019,Open,3rd,51,1
69,2019,SEBC,3rd,36,1
60,2019,NT-C,3rd,35,1
86,2019,NT-C,3rd,35,1
70,2019,NT-B,3rd,37,1
80,2019,SBC,3rd,49,1
85,2019,SC,3rd,35,1
42,2019,SC,3rd,35,1
41,2019,NT-C,3rd,35,1
66,2019,SEBC,3rd,36,1
64,2019,OBC,3rd,47,1
52,2019,SBC,3rd,49,1
99,2019,NT-C,3rd,35,1
68,2019,VJ-A,3rd,47,1
78,2019,ST,3rd,47,1
70,2019,VJ-A,3rd,47,1
62,2019,SBC,3rd,49,1
38,2019,Open,3rd,51,0
67,2019,VJ-A,3rd,47,1
96,2019,VJ-A,3rd,47,1
82,2019,ST,3rd,47,1
89,2019,NT-C,3rd,35,1
38,2019,EBC,3rd,42,0
74,2019,Open,3rd,51,1
44,2019,SBC,3rd,49,0
66,2019,SBC,3rd,49,1
88,2019,NT-B,3rd,37,1
88,2019,NT-B,3rd,37,1
47,2019,NT-B,3rd,37,1
86,2019,SBC,3rd,49,1
58,2019,SBC,3rd,49,1
96,2019,VJ-A,3rd,47,1
82,2019,SEBC,3rd,36,1
56,2019,Open,3rd,51,1
62,2019,SBC,3rd,49,1
55,2019,NT-B,3rd,37,1
95,2019,NT-D,3rd,35,1
94,2019,EBC,3rd,42,1
54,2019,NT-C,3rd,35,1
46,2019,VJ-A,3rd,47,0
89,2019,ST,3rd,47,1
52,2019,ST,3rd,47,1
78,2019,NT-D,3rd,35,1
59,2019,SBC,3rd,49,1
71,2019,Open,3rd,51,1
98,2019,NT-C,3rd,35,1
67,2019,NT-B,3rd,37,1
87,2019,SEBC,3rd,36,1
82,2019,SC,3rd,35,1
81,2019,VJ-A,3rd,47,1
97,2019,Open,3rd,51,1
66,2019,SBC,3rd,49,1
63,2019,ST,3rd,47,1
64,2019,NT-D,3rd,35,1
35,2019,VJ-A,3rd,47,0
66,2019,NT-C,3rd,35,1
50,2019,NT-B,3rd,37,1
38,2019,VJ-A,3rd,47,0
53,2019,NT-B,3rd,37,1
90,2019,ST,3rd,47,1
96,2019,SEBC,3rd,36,1
89,2019,OBC,3rd,47,1
50,2019,SC,3rd,35,1
68,2019,SBC,3rd,49,1
48,2019,SEBC,3rd,36,1
83,2019,SC,3rd,35,1
38,2019,Open,3rd,51,0
76,2019,ST,3rd,47,1
75,2019,SC,3rd,35,1
76,2019,EBC,3rd,42,1
45,2019,OBC,3rd,47,0
94,2019,Open,3rd,51,1
58,2019,NT-D,3rd,35,1
84,2019,NT-B,3rd,37,1
80,2019,NT-C,3rd,35,1
97,2019,Open,3rd,51,1
67,2019,Open,3rd,51,1
92,2019,OBC,3rd,47,1
43,2019,SC,3rd,35,1
58,2019,SBC,3rd,49,1
75,2019,NT-D,3rd,35,1
43,2019,NT-D,3rd,35,1
36,2019,SEBC,3rd,36,0
83,2019,SEBC,3rd,36,1
67,2019,SBC,3rd,49,1
38,2019,EBC,3rd,42,0
35,2019,SC,3rd,35,0
69,2019,SEBC,3rd,36,1
88,2019,SC,3rd,35,1
75,2019,NT-D,3rd,35,1
67,2019,NT-B,3rd,37,1
53,2019,NT-D,3rd,35,1
62,2019,SEBC,3rd,36,1
35,2019,EBC,3rd,42,0
96,2019,EBC,3rd,42,1
50,2019,Open,3rd,51,0
78,2019,NT-B,3rd,37,1
57,2019,EBC,3rd,42,1
58,2019,VJ-A,3rd,47,1
65,2019,SC,3rd,35,1
40,2019,VJ-A,3rd,47,0
82,2019,NT-C,3rd,35,1
63,2019,VJ-A,3rd,47,1
35,2019,ST,3rd,47,0
67,2019,VJ-A,3rd,47,1
54,2019,SEBC,3rd,36,1
92,2019,Open,3rd,51,1
47,2019,SBC,3rd,49,0
81,2019,OBC,3rd,47,1
36,2019,OBC,3rd,47,0
48,2019,ST,3rd,47,1
73,2019,NT-C,3rd,35,1
98,2019,NT-C,3rd,35,1
67,2019,Open,3rd,51,1
58,2019,NT-B,3rd,37,1
82,2019,ST,3rd,47,1
89,2019,EBC,3rd,42,1
64,2019,OBC,3rd,47,1
94,2019,Open,3rd,51,1
91,2019,Open,3rd,51,1
57,2019,NT-D,3rd,35,1
39,2019,EBC,3rd,42,0
79,2019,NT-B,3rd,37,1
82,2019,VJ-A,3rd,47,1
40,2019,SC,3rd,35,1
38,2019,NT-D,3rd,35,1
74,2019,ST,3rd,47,1
71,2019,OBC,3rd,47,1
75,2019,NT-D,3rd,35,1
56,2019,VJ-A,3rd,47,1
42,2019,SEBC,3rd,36,1
76,2019,ST,3rd,47,1
50,2019,SC,3rd,35,1
47,2019,EBC,3rd,42,1
95,2019,NT-C,3rd,35,1
47,2019,EBC,3rd,42,1
49,2019,EBC,3rd,42,1
98,2019,SEBC,3rd,36,1
76,2019,SC,3rd,35,1
37,2019,SEBC,3rd,36,1
49,2019,SBC,3rd,49,0
62,2019,Open,3rd,51,1
65,2019,SEBC,3rd,36,1
53,2019,Open,3rd,51,1
65,2019,ST,3rd,47,1
77,2019,SEBC,3rd,36,1
61,2019,SC,3rd,35,1
90,2019,SEBC,3rd,36,1
35,2019,ST,3rd,47,0
99,2019,NT-B,3rd,37,1
91,2019,SEBC,3rd,36,1
82,2019,VJ-A,3rd,47,1
64,2019,ST,3rd,47,1
59,2019,ST,3rd,47,1
73,2019,NT-B,3rd,37,1
36,2019,ST,3rd,47,0
67,2019,SEBC,3rd,36,1
46,2019,NT-D,3rd,35,1
64,2019,SBC,3rd,49,1
48,2019,SEBC,3rd,36,1
63,2019,OBC,3rd,47,1
88,2019,VJ-A,3rd,47,1
88,2019,NT-B,3rd,37,1
84,2019,OBC,3rd,47,1
35,2019,NT-D,3rd,35,0
37,2019,EBC,3rd,42,0
96,2019,NT-D,3rd,35,1
68,2019,SBC,3rd,49,1
89,2019,SEBC,3rd,36,1
38,2019,SEBC,3rd,36,1
88,2019,SBC,3rd,49,1
62,2019,OBC,3rd,47,1
81,2019,ST,3rd,47,1
51,2019,NT-B,3rd,37,1
54,2019,OBC,3rd,47,1
79,2019,NT-C,3rd,35,1
56,2019,NT-C,3rd,35,1
76,2019,OBC,3rd,47,1
45,2019,SEBC,3rd,36,1
41,2019,NT-D,3rd,35,1
96,2019,EBC,3rd,42,1
60,2019,SBC,3rd,49,1
78,2019,SBC,3rd,49,1
68,2019,SBC,3rd,49,1
58,2019,ST,3rd,47,1
42,2019,VJ-A,3rd,47,0
80,2019,NT-C,3rd,35,1
76,2019,NT-B,3rd,37,1
75,2019,NT-B,3rd,37,1
49,2019,Open,3rd,51,0
81,2019,SEBC,3rd,36,1
79,2019,SC,3rd,35,1
74,2019,VJ-A,3rd,47,1
84,2019,SC,3rd,35,1
43,2019,NT-C,3rd,35,1
46,2019,NT-D,3rd,35,1
35,2019,EBC,3rd,42,0
89,2019,Open,3rd,51,1
88,2019,NT-C,3rd,35,1
50,2019,NT-D,3rd,35,1
86,2019,NT-C,3rd,35,1
96,2019,SC,3rd,35,1
95,2019,SC,3rd,35,1
65,2019,NT-B,3rd,37,1
96,2019,NT-B,3rd,37,1
40,2019,SEBC,3rd,36,1
89,2019,SC,3rd,35,1
95,2019,SEBC,3rd,36,1
74,2019,NT-C,3rd,35,1
68,2019,NT-B,3rd,37,1
47,2019,OBC,3rd,47,0
71,2019,SC,3rd,35,1
53,2019,Open,3rd,51,1
75,2019,SBC,3rd,49,1
94,2019,VJ-A,3rd,47,1
48,2019,Open,3rd,51,0
76,2019,SC,3rd,35,1
57,2019,SEBC,3rd,36,1
48,2019,VJ-A,3rd,47,1
35,2019,OBC,3rd,47,0
74,2019,SEBC,3rd,36,1
85,2019,NT-C,3rd,35,1
71,2019,VJ-A,3rd,47,1
36,2019,EBC,3rd,42,0
52,2019,NT-B,3rd,37,1
92,2019,VJ-A,3rd,47,1
75,2019,EBC,3rd,42,1
81,2019,VJ-A,3rd,47,1
81,2019,NT-D,3rd,35,1
65,2019,SEBC,3rd,36,1
92,2019,NT-C,3rd,35,1
78,2019,VJ-A,3rd,47,1
53,2019,OBC,3rd,47,1
35,2019,NT-C,3rd,35,0
87,2019,SC,3rd,35,1
95,2019,NT-D,3rd,35,1
53,2019,SEBC,3rd,36,1
62,2019,EBC,3rd,42,1
83,2019,OBC,3rd,47,1
44,2019,Open,3rd,51,0
46,2019,SBC,3rd,49,0
72,2019,EBC,3rd,42,1
53,2019,NT-C,3rd,35,1
99,2019,OBC,3rd,47,1
51,2019,NT-C,3rd,35,1
82,2019,SBC,3rd,49,1
39,2019,VJ-A,3rd,47,0
98,2019,NT-B,3rd,37,1
